OutputArea2011Code,DataZone2011Code,IntermediateZone2011Code
S00107264,S01008628,S02001615
S00107265,S01008623,S02001614
S00107266,S01008623,S02001614
S00107267,S01008641,S02001617
S00107268,S01008664,S02001620
S00107269,S01008638,S02001617
S00107270,S01008522,S02001595
S00107271,S01008522,S02001595
S00107272,S01008522,S02001595
S00107273,S01008514,S02001594
S00107274,S01008514,S02001594
S00107275,S01008518,S02001594
S00107276,S01008517,S02001594
S00107277,S01008517,S02001594
S00107278,S01008631,S02001615
S00107279,S01008631,S02001615
S00107280,S01008636,S02001616
S00107281,S01008632,S02001616
S00107282,S01008539,S02001598
S00107283,S01008536,S02001598
